f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,label
0,3,4,3.6666666666666665,6,9.0,2,10,38,1,0,1,1,0,1,0,1,1,0,61,13,40,30,9,5,0,0.6557377049180327,0.0,0.0,0.21311475409836064,3.076923076923077,0.0,0,0,3,0,0.03278688524590164,0,1,0,1,1,0,0,48,11,32,7,4,0,11,6,11,11,0,0,0,0,2,4,6,0.01639344262295082,0.0,0.025,0.1111111111111111,0.0,0.0,12,2,7,1,1,0,4.47943692751402,3.3927474104487847,4.343942707918269,2.94770277922009,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,3,0,8.666666666666666,16,0.0,4,7,17,6,6,0,0,0,6,6,0,0,0,37,28,1,0,0,0,0,0.02702702702702703,0.0,0.0,0.7567567567567568,0.03571428571428571,0.0,0,0,2,0,0.05405405405405406,0,6,6,0,0,0,0,24,19,0,0,0,0,0,16,0,0,0,0,0,0,2,1,3,0.16216216216216217,0.21428571428571427,0.0,0.0,0.0,0.0,7,3,1,0,0,0,4.242576676147401,4.012188403968661,-0.0,0.0,0.0,0.0,1,0,0,0,0.5263157894736842,0,1,1
0,2,1,1.5,2,10.0,2,2,13,2,0,2,2,0,2,0,2,2,0,22,4,11,0,10,0,0,0.5,0.0,0.0,0.18181818181818182,2.75,0.0,0,0,1,0,0.09090909090909091,0,2,0,2,2,0,0,15,3,8,8,0,0,10,2,10,10,0,0,0,0,1,1,2,0.09090909090909091,0.0,0.18181818181818182,0.2,0.0,0.0,5,1,1,0,0,0,3.936260027531527,2.0,3.4594316186372973,3.3219280948873626,0.0,0.0,1,0,2,0,24.0,0,1,1
0,3,2,6.333333333333333,12,7.5,3,10,25,0,0,0,0,0,0,0,0,0,0,45,21,17,7,9,4,0,0.37777777777777777,0.0,0.0,0.4666666666666667,0.8095238095238095,0.0,0,0,3,0,0.044444444444444446,0,0,0,0,0,0,0,35,18,13,8,3,0,9,12,9,9,0,0,0,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,10,3,4,1,1,0,4.108767963940175,3.6304126608739984,3.4992275471326924,2.94770277922009,1.5,0.0,1,0,0,0,0.0,0,1,1
0,3,1,6.666666666666667,15,10.0,2,9,24,0,0,0,0,0,0,0,0,0,0,40,22,11,0,10,4,0,0.275,0.0,0.0,0.55,0.5,0.0,0,0,3,0,0.075,0,0,0,0,0,0,0,33,20,9,9,3,0,10,15,10,10,0,1,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,2,2,1,1,0,4.068453957701922,3.572623663895164,3.2776134368191157,3.1219280948873624,2.0,0.0,1,0,1,1,0.09523809523809523,1,1,1
0,3,0,4.666666666666667,9,0.0,3,4,12,2,2,0,0,0,2,2,0,0,0,24,16,1,0,0,0,0,0.041666666666666664,0.0,0.0,0.6666666666666666,0.0625,0.0,0,0,2,0,0.08333333333333333,0,2,2,0,0,0,0,16,12,0,0,0,0,0,9,0,0,0,0,0,0,2,1,3,0.08333333333333333,0.125,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.8868421881310113,3.5,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,1,7.333333333333333,13,18.0,3,13,29,0,0,0,0,0,0,0,0,0,0,52,24,20,19,0,0,0,0.38461538461538464,0.0,0.0,0.46153846153846156,0.8333333333333334,0.0,0,0,3,0,0.038461538461538464,0,0,0,0,0,0,0,42,21,16,0,0,0,18,13,18,18,0,0,0,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,10,3,4,0,0,0,4.166315919856143,3.4906015629507223,3.7219280948873625,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,2.0,2,0.0,2,0,4,2,2,0,0,0,2,2,0,0,0,9,2,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,1,0.2222222222222222,0,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
2,3,1,8.666666666666666,14,6.0,6,17,39,1,0,0,0,1,2,0,0,0,2,72,28,8,7,0,0,27,0.1111111111111111,0.375,0.9642857142857143,0.3888888888888889,0.2857142857142857,3.375,0,0,3,0,0.027777777777777776,9,2,0,0,0,0,2,56,26,5,0,0,20,6,14,6,6,9,0,2,1,2,2,4,0.027777777777777776,0.0,0.0,0.0,0.0,0.07407407407407407,14,2,3,0,0,5,4.640217147450401,3.655045546825804,2.75,0.0,0.0,4.384517131793098,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,4,3.6666666666666665,6,9.5,2,11,39,1,0,1,1,0,1,0,1,1,0,63,13,42,30,11,5,0,0.6666666666666666,0.0,0.0,0.20634920634920634,3.230769230769231,0.0,0,0,3,0,0.031746031746031744,0,1,0,1,1,0,0,50,11,34,9,4,0,11,6,11,11,0,0,0,0,2,4,6,0.015873015873015872,0.0,0.023809523809523808,0.09090909090909091,0.0,0.0,12,2,7,1,1,0,4.5756328993126445,3.3927474104487847,4.431257232859706,3.4594316186372973,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,4,0,5.5,10,0.0,3,8,19,0,0,0,0,0,0,0,0,0,0,34,25,1,0,0,0,0,0.029411764705882353,0.0,0.0,0.7352941176470589,0.04,0.0,0,0,3,0,0.08823529411764706,0,0,0,0,0,0,0,27,22,0,0,0,0,0,10,0,0,0,0,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,4.02085512047121,3.6732696895151085,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,6.0,9,0.0,2,6,16,0,0,0,0,0,0,0,0,0,0,28,20,1,0,0,0,0,0.03571428571428571,0.0,0.0,0.7142857142857143,0.05,0.0,0,0,2,0,0.07142857142857142,0,0,0,0,0,0,0,22,18,0,0,0,0,0,9,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.9677201004744993,3.6219280948873624,-0.0,0.0,0.0,0.0,1,0,0,0,2.0,0,1,1
0,4,0,9.0,24,0.0,3,6,21,11,11,0,0,0,11,11,0,0,0,47,39,1,0,0,0,0,0.02127659574468085,0.0,0.0,0.8297872340425532,0.02564102564102564,0.0,0,0,3,0,0.06382978723404255,0,11,11,0,0,0,0,27,23,0,0,0,0,0,24,0,0,0,0,0,0,3,1,4,0.23404255319148937,0.28205128205128205,0.0,0.0,0.0,0.0,9,5,1,0,0,0,4.607156404592939,4.490029141717278,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,0,7.333333333333333,13,0.0,2,10,16,0,0,0,0,0,0,0,0,0,0,33,24,1,0,0,0,0,0.030303030303030304,0.0,0.0,0.7272727272727273,0.041666666666666664,0.0,0,0,2,0,0.06060606060606061,0,0,0,0,0,0,0,26,21,0,0,0,0,0,13,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.813206528961766,3.288320189106,-0.0,0.0,0.0,0.0,1,0,0,0,3.7777777777777777,0,1,1
0,3,1,4.333333333333333,7,13.0,3,3,22,4,4,0,0,0,4,4,0,0,0,36,15,14,0,13,5,0,0.3888888888888889,0.0,0.0,0.4166666666666667,0.9333333333333333,0.0,0,0,3,0,0.08333333333333333,0,4,4,0,0,0,0,25,9,12,12,4,0,13,7,13,13,0,0,0,0,2,1,3,0.1111111111111111,0.26666666666666666,0.0,0.0,0.0,0.0,7,2,2,1,1,0,3.919381945646371,2.6062389286533896,3.3248629576173565,3.180832987205441,2.321928094887362,0.0,1,0,2,1,0.46153846153846156,0,1,1
0,3,0,7.0,12,0.0,3,6,19,0,0,0,0,0,0,0,0,0,0,32,23,1,0,0,0,0,0.03125,0.0,0.0,0.71875,0.043478260869565216,0.0,0,0,2,0,0.0625,0,0,0,0,0,0,0,25,20,0,0,0,0,0,12,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.215018266288633,2.8927021732601896,-0.0,0.0,0.0,0.0,1,0,1,1,8.0,0,1,1
0,3,1,17.0,42,4.0,3,11,24,10,10,0,0,0,21,21,0,0,0,66,53,5,0,4,0,0,0.07575757575757576,0.0,0.0,0.803030303030303,0.09433962264150944,0.0,0,0,2,0,0.030303030303030304,0,21,21,0,0,0,0,35,26,4,4,0,0,4,42,4,4,0,0,0,0,2,1,3,0.3181818181818182,0.39622641509433965,0.0,0.0,0.0,0.0,10,6,1,0,0,0,4.289114249177176,3.9714377389065794,2.321928094887362,2.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,2,4,9.5,16,12.25,3,19,50,0,0,0,0,0,0,0,0,0,0,81,20,53,39,13,5,0,0.654320987654321,0.0,0.0,0.24691358024691357,2.65,0.0,0,0,2,0,0.024691358024691357,0,0,0,0,0,0,0,69,19,45,12,4,0,14,16,14,14,0,0,0,0,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,12,1,8,1,1,0,4.326348966714244,3.584183719779189,4.2158645019704135,3.546593564294939,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,3,4,3.6666666666666665,6,10.0,2,12,41,0,0,0,0,0,0,0,0,0,0,65,13,44,30,13,5,0,0.676923076923077,0.0,0.0,0.2,3.3846153846153846,0.0,0,0,3,0,0.03076923076923077,0,0,0,0,0,0,0,53,11,37,12,4,0,13,6,13,13,0,0,0,0,2,4,6,0.0,0.0,0.0,0.0,0.0,0.0,12,2,7,1,1,0,4.4716910819596665,3.3927474104487847,4.3542227440216,3.546593564294939,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,3,1,6.0,10,13.0,2,12,23,0,0,0,0,0,0,0,0,0,0,43,20,15,14,0,0,0,0.3488372093023256,0.0,0.0,0.46511627906976744,0.75,0.0,0,0,2,0,0.046511627906976744,0,0,0,0,0,0,0,35,18,12,0,0,0,13,10,13,13,0,0,0,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,8,2,3,0,0,0,4.181851382508448,3.584183719779189,3.3735572622751855,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,5.0,6,0.0,3,5,13,1,1,0,0,0,1,1,0,0,0,25,17,1,0,0,0,0,0.04,0.0,0.0,0.68,0.058823529411764705,0.0,0,0,2,0,0.08,0,1,1,0,0,0,0,18,14,0,0,0,0,0,6,0,0,0,0,0,0,2,1,3,0.04,0.058823529411764705,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.6732696895151085,3.2195282822995472,-0.0,0.0,0.0,0.0,1,0,1,1,8.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,1,7.333333333333333,13,18.0,3,14,28,0,0,0,0,0,0,0,0,0,0,52,24,20,19,0,0,0,0.38461538461538464,0.0,0.0,0.46153846153846156,0.8333333333333334,0.0,0,0,3,0,0.038461538461538464,0,0,0,0,0,0,0,42,21,16,0,0,0,18,13,18,18,0,0,0,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,10,3,4,0,0,0,4.226801439620117,3.8868421881310113,3.7219280948873625,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,2,7.0,14,23.5,3,14,37,8,1,8,0,0,20,1,19,0,0,80,23,49,37,11,5,0,0.6125,0.0,0.0,0.2875,2.130434782608696,0.0,0,0,3,0,0.025,0,20,1,19,0,0,0,51,20,26,10,4,0,36,14,36,36,0,0,0,0,2,2,4,0.25,0.043478260869565216,0.3877551020408163,0.0,0.0,0.0,9,2,4,1,1,0,4.649870364976638,3.6211755429194707,4.307789435598724,3.2776134368191157,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,3,0,8.666666666666666,17,0.0,2,8,18,0,0,0,0,0,0,0,0,0,0,36,28,1,0,0,0,0,0.027777777777777776,0.0,0.0,0.7777777777777778,0.03571428571428571,0.0,0,0,2,0,0.08333333333333333,0,0,0,0,0,0,0,26,22,0,0,0,0,0,17,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1,0,0,0,3.9959065984842455,3.6820058147602137,-0.0,0.0,0.0,0.0,1,0,0,0,6.0,0,1,1
0,1,0,1.0,1,0.0,1,0,4,1,1,0,0,0,1,1,0,0,0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0,1,0.25,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.125,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.5,-0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,4,0,9.0,24,0.0,3,6,21,11,11,0,0,0,11,11,0,0,0,47,39,1,0,0,0,0,0.02127659574468085,0.0,0.0,0.8297872340425532,0.02564102564102564,0.0,0,0,3,0,0.06382978723404255,0,11,11,0,0,0,0,27,23,0,0,0,0,0,24,0,0,0,0,0,0,3,1,4,0.23404255319148937,0.28205128205128205,0.0,0.0,0.0,0.0,9,5,1,0,0,0,4.607156404592939,4.490029141717278,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,0,9.0,16,0.0,3,3,18,11,11,0,0,0,11,11,0,0,0,38,29,1,0,0,0,0,0.02631578947368421,0.0,0.0,0.7631578947368421,0.034482758620689655,0.0,0,0,2,0,0.2894736842105263,0,11,11,0,0,0,0,21,16,0,0,0,0,0,16,0,0,0,0,0,0,2,1,3,0.2894736842105263,0.3793103448275862,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.522571650039975,3.174924605225029,-0.0,0.0,0.0,0.0,1,0,0,0,1.75,0,1,1
0,3,1,7.333333333333333,14,9.0,2,12,23,0,0,0,0,0,0,0,0,0,0,42,24,10,0,9,1,0,0.23809523809523808,0.0,0.0,0.5714285714285714,0.4166666666666667,0.0,0,0,3,0,0.047619047619047616,0,0,0,0,0,0,0,35,22,8,8,0,0,9,14,9,9,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,2,2,1,1,0,4.094000160564931,3.7516291673878226,2.9219280948873623,2.725480556997868,-0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,0,7.666666666666667,14,0.0,2,12,15,0,0,0,0,0,0,0,0,0,0,33,25,1,0,0,0,0,0.030303030303030304,0.0,0.0,0.7575757575757576,0.04,0.0,0,0,2,0,0.06060606060606061,0,0,0,0,0,0,0,27,23,0,0,0,0,0,14,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.861983513035609,3.3532696895151086,-0.0,0.0,0.0,0.0,1,0,0,0,2.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,2.0,2,0.0,2,0,4,2,2,0,0,0,2,2,0,0,0,9,2,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,1,0.2222222222222222,0,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,4.0,4,0.0,4,0,4,4,4,0,0,0,4,4,0,0,0,11,4,0,0,0,0,0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0,0,0,1,0.18181818181818182,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3.095795255000934,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,9.666666666666666,20,0.0,2,10,21,0,0,0,0,0,0,0,0,0,0,40,31,1,0,0,0,0,0.025,0.0,0.0,0.775,0.03225806451612903,0.0,0,0,2,0,0.05,0,0,0,0,0,0,0,31,26,0,0,0,0,0,20,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0,0,0,4.246439344671016,3.937751955408587,-0.0,0.0,0.0,0.0,1,0,0,0,2.0,0,1,1
0,3,1,14.666666666666666,35,6.0,3,15,36,0,0,0,0,0,0,0,0,0,0,61,46,7,0,6,0,0,0.11475409836065574,0.0,0.0,0.7540983606557377,0.15217391304347827,0.0,0,0,2,0,0.03278688524590164,0,0,0,0,0,0,0,51,40,6,6,0,0,6,35,6,6,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1,0,0,0,4.093768281033193,3.9011882499028676,2.8073549220576037,2.584962500721156,0.0,0.0,1,0,0,0,0.2857142857142857,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,4,0,16.5,53,0.0,3,8,31,4,4,0,0,0,26,26,0,0,0,78,69,1,0,0,0,0,0.01282051282051282,0.0,0.0,0.8846153846153846,0.014492753623188406,0.0,0,0,3,0,0.02564102564102564,0,26,26,0,0,0,0,39,34,0,0,0,0,0,53,0,0,0,0,0,0,3,1,4,0.3333333333333333,0.37681159420289856,0.0,0.0,0.0,0.0,13,9,1,0,0,0,4.746770571832187,4.536010058748924,-0.0,0.0,0.0,0.0,1,0,0,0,1.0,0,1,1
0,1,0,2.0,2,0.0,2,0,4,2,2,0,0,0,2,2,0,0,0,9,2,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,1,0.2222222222222222,0,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,4.333333333333333,5,0.0,3,4,11,1,1,0,0,0,1,1,0,0,0,23,15,1,0,0,0,0,0.043478260869565216,0.0,0.0,0.6521739130434783,0.06666666666666667,0.0,0,0,2,0,0.08695652173913043,0,1,1,0,0,0,0,15,11,0,0,0,0,0,5,0,0,0,0,0,0,2,1,3,0.043478260869565216,0.06666666666666667,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.8164027166443866,3.640223928941852,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,0,10.333333333333334,22,0.0,2,8,25,0,0,0,0,0,0,0,0,0,0,42,33,1,0,0,0,0,0.023809523809523808,0.0,0.0,0.7857142857142857,0.030303030303030304,0.0,0,0,2,0,0.047619047619047616,0,0,0,0,0,0,0,33,28,0,0,0,0,0,22,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0,0,0,4.236857303422075,3.945464952495108,-0.0,0.0,0.0,0.0,1,0,0,0,2.0,0,1,1
0,4,0,4.5,8,0.0,2,3,20,0,0,0,0,0,0,0,0,0,0,30,21,1,0,0,0,0,0.03333333333333333,0.0,0.0,0.7,0.047619047619047616,0.0,0,0,3,0,0.1,0,0,0,0,0,0,0,23,18,0,0,0,0,0,8,0,0,0,0,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.831401845392172,3.499227541723357,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,2,2,4.0,5,14.5,3,12,26,0,0,0,0,0,0,0,0,0,0,48,9,31,20,10,5,0,0.6458333333333334,0.0,0.0,0.1875,3.4444444444444446,0.0,0,0,2,0,0.041666666666666664,0,0,0,0,0,0,0,38,8,25,9,4,0,19,5,19,19,0,0,0,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,10,1,6,1,1,0,4.246653522439333,2.725480556997868,4.106949132758152,3.3219280948873626,2.321928094887362,0.0,1,0,1,1,0.0,0,1,1
0,3,1,7.666666666666667,14,20.0,3,12,31,1,1,0,0,0,3,3,0,0,0,54,25,21,0,20,5,0,0.3888888888888889,0.0,0.0,0.46296296296296297,0.84,0.0,0,0,3,0,0.037037037037037035,0,3,3,0,0,0,0,43,19,19,19,4,0,20,14,20,20,0,0,0,0,2,1,3,0.05555555555555555,0.12,0.0,0.0,0.0,0.0,8,3,2,1,1,0,4.402673613114323,4.053660689688186,3.880179922675738,3.784183719779189,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,2.0,2,0.0,2,0,4,2,2,0,0,0,2,2,0,0,0,9,2,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,1,0.2222222222222222,0,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,2.0,2,0.0,2,0,4,2,2,0,0,0,2,2,0,0,0,9,2,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,1,0.2222222222222222,0,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
