Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,label
0,2,7,4.5,7,4.428571,2,13,8,0,0,0,0,0,0,0,0,0,0,54,10,37,37,5,3,2,0.6851852,0.037037037,0.2,0.18518518,3.7,0.054054055,0,-1,2,-1,0.8,-1,0,0,0,0,0,-1,44,9,23,5,3,-1,6,7,6,6,-1,0,0,6,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,1,4,1,0,-1,0.696699534,0.939794001,0.629479176,0.929896694,0.579380164,-1.0,0
8,3,18,4.0,6,3.4,3,16,9,1,0,1,1,1,0,0,0,0,0,97,14,76,76,34,2,10,0.78350514,0.10309278,0.71428573,0.14432989,5.428571,0.13157895,0,-1,7,-1,0.71428573,8,13,6,3,2,2,4,62,6,45,7,0,3,11,3,10,10,0,0,1,8,0,8,1,0.134020619,0.428571429,-1.0,-1.0,-1.0,0.4,17,2,-1,-1,-1,2,0.724623131,0.784068782,-1.0,-1.0,-1.0,0.939794001,0
0,2,12,8.0,13,5.5,2,19,10,0,0,0,0,0,0,0,0,0,0,101,17,77,77,5,4,2,0.76237625,0.01980198,0.11764706,0.16831683,4.529412,0.025974026,0,-1,2,-1,0.47058824,-1,4,0,4,0,0,-1,81,15,53,5,4,-1,26,7,10,10,-1,0,0,6,1,6,-1,0.0396039604,0.0,0.0597014925,0.0,0.0,-1.0,8,1,4,1,0,-1,0.6792171206,0.8164417563,0.730682634,1.0,1.0,-1.0,1
0,3,9,4.0,5,4.4444447,3,5,6,4,2,2,0,0,0,0,0,0,0,69,14,48,48,10,3,2,0.6956522,0.028985508,0.14285715,0.20289855,3.4285715,0.041666668,0,-1,3,-1,0.5,-1,24,5,10,9,0,-1,32,7,18,0,3,-1,19,2,3,1,-1,0,0,7,0,2,-1,0.347826087,0.357142857,-1.0,-1.0,-1.0,-1.0,10,2,-1,-1,-1,-1,0.769188757,0.887435914,-1.0,-1.0,-1.0,-1.0,0
0,4,12,3.75,8,8.583333,4,31,24,0,0,0,0,0,0,0,0,0,0,139,18,114,114,2,2,2,0.8201439,0.01438849,0.11111111,0.1294964,6.3333335,0.01754386,0,-1,5,-1,0.5,-1,13,0,0,0,13,-1,103,15,7,6,71,-1,97,8,9,9,-1,0,0,3,0,2,-1,0.09352518,0.0,0.0,0.125,0.134020619,-1.0,21,3,2,14,13,-1,0.657177139,0.820010419,0.879588002,0.670075954,0.6724971,-1.0,0
0,2,6,4.0,5,3.3333333,2,8,8,0,0,0,0,0,0,0,0,0,0,41,9,25,25,6,3,2,0.6097561,0.048780486,0.22222222,0.2195122,2.7777777,0.08,0,-1,3,-1,0.44444445,-1,0,0,0,0,0,-1,31,7,11,6,3,-1,6,3,6,5,-1,0,0,4,1,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,1,3,1,0,-1,0.766074096,0.929896694,0.769470978,0.939794001,1.0,-1.0,0
0,4,21,4.0,8,5.904762,4,47,41,1,0,1,0,0,0,0,0,0,0,170,19,144,144,62,4,2,0.84705883,0.011764706,0.10526316,0.11176471,7.5789475,0.013888889,0,-1,5,-1,0.47368422,-1,7,0,3,4,0,-1,137,16,62,51,4,-1,62,8,10,9,-1,0,0,8,0,13,-1,0.0411764706,0.0,0.038961039,0.0597014925,0.0,-1.0,13,3,7,1,0,-1,0.5879964054,0.8078347747,0.6560484568,0.6804205186,1.0,-1.0,1
0,3,10,6.6666665,10,4.7,3,7,10,11,0,11,10,0,7,0,7,7,0,85,22,56,56,39,3,2,0.65882355,0.023529412,0.09090909,0.25882354,2.5454545,0.035714287,0,-1,4,-1,0.5,-1,25,0,24,1,0,-1,46,20,18,1,3,-1,36,10,3,3,-1,0,0,6,0,4,-1,0.294117647,0.0,0.076923077,0.558139535,0.166666667,-1.0,10,2,4,2,1,-1,0.74555833,0.801138793,0.717088914,0.762207647,1.0,-1.0,0
13,3,11,4.3333335,7,4.142857,3,16,9,0,0,0,0,0,0,0,0,0,0,89,15,67,67,2,2,31,0.752809,0.3483146,2.0666666,0.16853933,4.4666667,0.46268657,0,-1,3,-1,0.73333335,6,7,7,0,0,0,0,65,6,15,11,29,13,35,3,6,6,6,0,3,5,0,2,5,0.078651685,0.466666667,0.0,0.0,0.0,0.0,14,2,3,7,6,5,0.737195146,0.769470978,0.767628016,0.778482256,0.800170885,0.81104614,0
45,3,14,4.0,7,3.5,3,35,19,0,0,0,0,0,0,0,0,0,0,136,14,115,115,2,2,97,0.8455882,0.7132353,6.928571,0.10294118,8.214286,0.84347826,0,-1,3,-1,0.5714286,11,5,0,0,0,5,5,105,12,6,5,78,38,101,7,9,9,11,0,7,3,0,2,14,0.0367647059,0.0,0.0,0.046728972,0.0495049505,0.0515463918,22,2,1,17,16,15,0.648189431,0.7840687819,0.8333333333,0.664789969,0.66486095,0.6605199627,1
0,2,4,6.0,9,4.25,2,2,2,2,0,2,1,0,0,0,0,0,0,40,13,20,20,9,4,2,0.5,0.05,0.15384616,0.325,1.5384616,0.1,0,-1,2,-1,0.7692308,-1,3,0,0,3,0,-1,30,12,4,6,4,-1,9,9,4,4,-1,0,0,3,0,1,-1,0.075,0.0,0.0,0.214285714,0.0,-1.0,5,1,1,1,0,-1,0.80683967,0.916849799,0.871049064,1.0,1.0,-1.0,0
0,3,5,5.0,10,4.2,3,6,7,0,0,0,0,0,0,0,0,0,0,49,17,25,25,5,3,2,0.5102041,0.040816326,0.11764706,0.3469388,1.4705882,0.08,0,-1,3,-1,0.64705884,-1,0,0,0,0,0,-1,40,15,13,5,3,-1,7,10,7,7,-1,0,0,4,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,2,2,1,0,-1,0.745061188,0.87400659,0.800704883,0.789690082,0.579380164,-1.0,0
0,2,7,4.5,6,5.142857,2,9,4,0,0,0,0,0,0,0,0,0,0,59,10,42,42,28,4,2,0.7118644,0.033898305,0.2,0.16949153,4.2,0.04761905,0,-1,2,-1,0.7,-1,7,0,0,7,0,-1,42,9,6,19,4,-1,28,6,11,11,-1,0,0,4,0,3,-1,0.118644068,0.0,0.0,0.212121212,0.0,-1.0,6,1,2,1,0,-1,0.785814319,0.819382003,0.833333333,0.858770467,1.0,-1.0,0
27,3,11,6.3333335,14,2.75,3,21,11,0,0,0,0,0,0,0,0,0,0,103,21,75,75,2,2,60,0.7281553,0.5825243,2.857143,0.2038835,3.5714285,0.8,0,-1,3,-1,0.3809524,11,4,0,0,0,4,4,79,18,3,5,49,22,64,7,8,8,11,0,5,3,1,2,9,0.0388349515,0.0,0.0,0.0571428571,0.0625,0.0666666667,16,2,1,11,10,9,0.7168476469,0.8752174601,0.8277293768,0.7383640769,0.7420948895,0.7339810926,1
2,3,6,4.3333335,7,3.75,3,6,5,0,0,0,0,0,0,0,0,0,0,47,15,25,25,2,2,6,0.5319149,0.12765957,0.4,0.31914893,1.6666666,0.24,0,-1,3,-1,0.53333336,2,2,0,0,0,2,2,35,13,4,8,6,0,10,7,8,8,0,0,1,3,0,1,1,0.0425531915,0.0,0.0,0.1052631579,0.2,0.3333333333,8,2,1,3,2,1,0.8122328804,0.8506077525,0.8710490643,0.9008804575,0.9397940009,1.0,1
0,5,5,2.6,5,4.2,5,3,3,0,0,0,0,0,0,0,0,0,0,49,17,25,25,4,4,2,0.5102041,0.040816326,0.11764706,0.3469388,1.4705882,0.08,0,-1,5,-1,0.3529412,-1,10,0,6,4,0,-1,28,13,7,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.204081633,0.0,0.375,0.444444444,0.0,-1.0,9,4,2,1,0,-1,0.744335212,0.78765934,0.820159766,0.929896694,1.0,-1.0,0
0,2,4,6.0,9,4.25,2,4,2,2,0,2,2,0,0,0,0,0,0,40,13,20,20,9,4,2,0.5,0.05,0.15384616,0.325,1.5384616,0.1,0,-1,2,-1,0.7692308,-1,2,0,0,2,0,-1,31,12,4,7,4,-1,9,9,4,4,-1,0,0,3,0,1,-1,0.05,0.0,0.0,0.142857143,0.0,-1.0,5,1,1,1,0,-1,0.784503369,0.916849799,0.871049064,0.962478638,1.0,-1.0,0
33,3,12,5.6666665,11,3.5,3,25,13,1,0,1,0,1,0,0,0,0,0,113,19,87,87,2,2,69,0.7699115,0.6106195,3.631579,0.16814159,4.5789475,0.79310346,0,-1,3,-1,0.6315789,9,5,0,0,0,5,5,87,17,6,5,55,26,73,11,8,8,8,0,5,3,0,3,9,0.0442477876,0.0,0.0,0.0632911392,0.0684931507,0.0724637681,17,2,1,12,11,10,0.6779390797,0.7428481308,0.9166666667,0.7190486464,0.7208078572,0.7196719115,1
0,5,5,2.6,5,3.8,5,4,4,0,0,0,0,0,0,0,0,0,0,47,17,23,23,5,4,2,0.4893617,0.04255319,0.11764706,0.3617021,1.3529412,0.08695652,0,-1,5,-1,0.3529412,-1,5,0,0,5,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.106382979,0.0,0.0,0.5,0.0,-1.0,9,4,2,1,0,-1,0.744397437,0.78765934,0.818007335,0.939794001,1.0,-1.0,0
0,2,5,4.0,5,2.8,2,2,2,0,0,0,0,0,0,0,0,0,0,34,9,18,18,7,4,2,0.5294118,0.05882353,0.22222222,0.2647059,2.0,0.11111111,0,-1,2,-1,0.6666667,-1,2,0,0,2,0,-1,24,8,4,4,4,-1,7,5,4,4,-1,0,0,3,0,2,-1,0.0588235294,0.0,0.0,0.1666666667,0.0,-1.0,5,1,1,1,0,-1,0.8293973664,0.929896694,0.8710490643,1.0,1.0,-1.0,1
21,2,10,6.5,11,2.75,2,17,10,0,0,0,0,0,0,0,0,0,0,82,14,61,61,2,2,46,0.74390244,0.5609756,3.2857144,0.17073171,4.357143,0.75409836,0,-1,2,-1,0.42857143,11,3,0,0,0,3,3,62,12,3,5,38,17,50,5,7,7,11,0,4,3,1,2,7,0.0365853659,0.0,0.0,0.0535714286,0.06,0.0652173913,13,1,1,9,8,7,0.7152639333,0.7982309856,0.8277293768,0.7424798655,0.7510963122,0.7422742789,1
0,2,9,8.0,13,3.8888888,2,8,7,1,0,1,1,0,0,0,0,0,0,67,17,43,43,34,4,2,0.64179105,0.029850746,0.11764706,0.25373134,2.5294118,0.046511628,0,-1,2,-1,0.8235294,-1,5,0,0,5,0,-1,50,16,2,24,4,-1,34,13,9,9,-1,0,0,3,0,6,-1,0.0746268657,0.0,0.0,0.1282051282,0.0,-1.0,5,1,1,1,0,-1,0.7548182054,0.8273054997,0.75,0.8495151279,1.0,-1.0,1
0,4,9,4.0,8,5.0,4,15,9,1,0,1,0,0,0,0,0,0,0,79,19,53,53,24,4,2,0.6708861,0.025316456,0.10526316,0.24050634,2.7894738,0.03773585,0,-1,5,-1,0.47368422,-1,3,0,1,2,0,-1,62,16,19,19,4,-1,24,8,7,7,-1,0,0,4,0,5,-1,0.0379746835,0.0,0.0416666667,0.0689655172,0.0,-1.0,9,3,3,1,0,-1,0.700251427,0.8078347747,0.804526073,0.7879472193,1.0,-1.0,1
0,2,7,4.0,5,3.25,2,7,3,0,0,0,0,0,0,0,0,0,0,49,9,33,33,22,4,16,0.67346936,0.3265306,1.7777778,0.18367347,3.6666667,0.4848485,0,-1,3,-1,0.7777778,0,3,3,0,0,0,0,36,5,9,14,4,0,16,3,6,5,0,0,0,3,0,3,0,0.0612244898,0.3333333333,0.0,0.0,0.0,0.0,7,1,1,3,2,1,0.7810458721,1.0,0.8710490643,0.8012978265,0.8019847498,0.8632048828,1
24,3,9,6.3333335,14,2.75,3,18,10,0,0,0,0,0,0,0,0,0,0,88,21,60,60,2,2,45,0.6818182,0.5113636,2.142857,0.23863636,2.857143,0.75,0,-1,3,-1,0.3809524,12,2,0,0,0,2,2,70,18,3,5,40,21,49,7,10,10,12,0,3,3,1,2,5,0.0227272727,0.0,0.0,0.0363636364,0.0408163265,0.0444444444,12,2,1,7,6,5,0.7298892376,0.8752174601,0.8277293768,0.7797337918,0.7910592469,0.7866372646,1
0,4,15,5.0,12,3.0666666,4,9,7,2,0,2,0,0,1,0,1,0,0,90,23,60,60,2,2,2,0.6666667,0.022222223,0.08695652,0.25555557,2.6086957,0.033333335,0,-1,4,-1,0.5652174,-1,16,0,4,3,9,-1,54,20,7,12,11,-1,27,12,9,9,-1,0,0,4,0,10,-1,0.1777777778,0.0,0.2857142857,0.2608695652,0.3333333333,-1.0,8,3,2,1,0,-1,0.7056354337,0.8436720341,0.8732737099,0.6980167926,0.6890829041,-1.0,1
0,4,8,2.75,3,4.125,4,15,11,0,0,0,0,0,0,0,0,0,0,61,14,40,40,5,4,2,0.6557377,0.032786883,0.14285715,0.22950819,2.857143,0.05,0,-1,4,-1,0.2857143,-1,0,0,0,0,0,-1,48,11,24,5,4,-1,18,3,8,8,-1,0,0,4,0,4,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,3,2,1,0,-1,0.6889079002,0.7090260576,0.6883681421,1.0,1.0,-1.0,1
32,2,8,5.0,7,3.6,2,19,12,1,0,1,0,1,0,0,0,0,0,85,11,67,67,2,2,44,0.7882353,0.5176471,4.0,0.12941177,6.090909,0.6567164,0,-1,2,-1,0.72727275,31,5,0,0,0,5,5,68,10,9,5,40,27,49,7,6,6,0,0,2,3,0,2,3,0.0588235294,0.0,0.0,0.0909090909,0.1020408163,0.1136363636,9,1,1,5,4,3,0.7673541111,0.8948855177,0.9070190181,0.811569502,0.8230921196,0.817179824,1
0,4,4,4.5,10,2.25,4,2,3,0,0,0,0,0,0,0,0,0,0,40,21,12,12,4,3,2,0.3,0.05,0.0952381,0.525,0.5714286,0.16666667,0,-1,4,-1,0.2857143,-1,0,0,0,0,0,-1,30,17,2,4,3,-1,4,5,4,2,-1,0,0,3,1,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,3,1,1,0,-1,0.7427864182,0.8019847498,0.75,0.9166666667,1.0,-1.0,1
0,2,4,4.5,6,2.5,2,2,3,0,0,0,0,0,0,0,0,0,0,30,10,13,13,5,3,2,0.43333334,0.06666667,0.2,0.33333334,1.3,0.15384616,0,-1,2,-1,0.7,-1,0,0,0,0,0,-1,23,9,2,5,3,-1,5,6,5,2,-1,0,0,3,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,5,1,1,1,0,-1,0.8182495481,0.9397940009,0.75,0.929896694,1.0,-1.0,1
0,3,12,3.6666667,6,4.0833335,3,15,11,0,0,0,0,0,0,0,0,0,0,80,13,60,60,6,3,2,0.75,0.025,0.15384616,0.1625,4.6153846,0.033333335,0,-1,6,-1,0.53846157,-1,0,0,0,0,0,-1,64,11,40,6,3,-1,7,6,7,7,-1,0,0,8,0,4,-1,0.0,0.0,0.0,0.0,0.0,-1.0,14,2,9,1,0,-1,0.683091607,0.776432235,0.739448402,0.879588002,1.0,-1.0,0
10,3,12,5.6666665,12,4.2222223,3,13,8,0,0,0,0,0,0,0,0,0,0,101,19,75,75,2,2,28,0.7425743,0.27722773,1.4736842,0.18811882,3.9473684,0.37333333,0,-1,4,-1,0.47368422,9,12,0,4,7,1,1,69,16,16,7,26,9,33,8,9,9,9,0,2,4,1,5,4,0.1188118812,0.0,0.16,0.16,0.0303030303,0.0357142857,13,2,3,6,5,4,0.6948505335,0.7334951179,0.883633132,0.7753873385,0.7701338952,0.7751610145,1
277,3,6,4.3333335,9,2.5,3,27,36,34,0,34,0,34,1,0,1,0,1,316,15,294,294,2,2,280,0.93037975,0.886076,18.666666,0.047468353,19.6,0.95238096,0,-1,3,-1,0.6666667,277,39,0,0,0,39,39,267,13,3,3,244,238,285,9,4,4,0,0,1,3,0,1,1,0.123417722,0.0,0.0,0.134948097,0.136842105,0.139285714,8,2,1,3,2,1,0.672257691,0.863489053,0.827729377,0.673084655,0.672333154,0.670050032,0
0,4,5,5.75,15,3.8,4,7,4,0,0,0,0,0,0,0,0,0,0,56,26,23,23,7,3,2,0.4107143,0.035714287,0.07692308,0.4642857,0.88461536,0.08695652,0,-1,4,-1,0.61538464,-1,0,0,0,0,0,-1,46,23,9,7,3,-1,7,15,7,7,-1,0,0,4,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,3,2,1,0,-1,0.731687594,0.791265232,0.796490491,0.947442759,0.579380164,-1.0,0
0,6,6,3.8333333,7,3.6666667,6,6,5,0,0,0,0,0,0,0,0,0,0,62,28,27,27,5,4,2,0.43548387,0.032258064,0.071428575,0.4516129,0.96428573,0.074074075,0,-1,6,-1,0.2857143,-1,0,0,0,0,0,-1,49,23,13,5,4,-1,7,7,7,7,-1,0,0,5,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,11,5,3,1,0,-1,0.740561293,0.839459976,0.758876923,0.939794001,1.0,-1.0,0
7,3,8,4.0,6,4.6,3,12,5,0,0,0,0,0,0,0,0,0,0,67,14,46,46,2,2,18,0.6865672,0.26865673,1.2857143,0.20895523,3.2857144,0.39130434,0,-1,3,-1,0.71428573,5,6,6,0,0,0,0,48,6,9,11,18,7,22,3,11,11,5,0,2,4,0,1,3,0.089552239,0.428571429,0.0,0.0,0.0,0.0,11,2,2,5,4,3,0.775113683,0.798230986,0.75,0.840959815,0.890376495,0.88335938,0
0,4,16,4.0,8,5.375,4,30,19,1,0,1,0,0,0,0,0,0,0,127,19,101,101,47,4,2,0.79527557,0.015748031,0.10526316,0.1496063,5.3157897,0.01980198,0,-1,5,-1,0.47368422,-1,7,0,3,4,0,-1,99,16,39,36,4,-1,47,8,13,13,-1,0,0,5,0,11,-1,0.0551181102,0.0,-1.0,-1.0,-1.0,-1.0,10,3,-1,-1,-1,-1,0.641214394,0.8078347747,-1.0,-1.0,-1.0,-1.0,1
22,2,10,13.0,23,3.0,2,19,10,0,0,0,0,0,0,0,0,0,0,97,27,63,63,2,2,47,0.6494845,0.48453608,1.7407408,0.2783505,2.3333333,0.74603176,0,-1,2,-1,0.8888889,11,4,0,0,0,4,4,77,26,4,5,38,17,51,23,7,7,11,0,4,3,0,2,7,0.0412371134,0.0,0.0,0.0701754386,0.0784313725,0.085106383,13,1,1,9,8,7,0.680490279,0.7507438011,0.8710490643,0.7420898552,0.7502924093,0.7415058751,1
0,3,8,3.3333333,5,4.5,3,10,4,1,0,1,1,0,0,0,0,0,0,62,12,43,43,13,4,2,0.6935484,0.032258064,0.16666667,0.19354838,3.5833333,0.046511628,0,-1,3,-1,0.5,-1,1,0,0,1,0,-1,49,10,20,11,4,-1,13,5,8,8,-1,0,0,5,0,3,-1,0.016129032,0.0,0.0,0.055555556,0.0,-1.0,8,2,3,1,0,-1,0.758142347,0.953509509,0.79749782,0.946708341,1.0,-1.0,0
0,2,6,7.5,13,7.5,2,14,8,1,0,1,0,0,0,0,0,0,0,73,16,50,50,5,4,2,0.6849315,0.02739726,0.125,0.21917808,3.125,0.04,0,-1,2,-1,0.875,-1,1,0,1,0,0,-1,63,15,35,5,4,-1,14,13,13,13,-1,0,0,5,0,1,-1,0.0136986301,0.0,0.025,0.0,0.0,-1.0,7,1,3,1,0,-1,0.6908169237,0.875,0.7004166705,1.0,1.0,-1.0,1
0,2,8,8.0,13,3.125,2,7,6,0,0,0,0,0,0,0,0,0,0,56,17,32,32,23,4,2,0.5714286,0.035714287,0.11764706,0.30357143,1.882353,0.0625,0,-1,2,-1,0.8235294,-1,3,0,0,3,0,-1,42,16,2,16,4,-1,23,13,9,9,-1,0,0,3,0,5,-1,0.0535714286,0.0,-1.0,-1.0,-1.0,-1.0,5,1,-1,-1,-1,-1,0.7251512485,0.8273054997,-1.0,-1.0,-1.0,-1.0,1
49,3,13,6.6666665,16,3.75,3,27,20,11,0,11,0,9,3,0,3,0,3,151,22,122,122,2,2,103,0.80794704,0.6821192,4.681818,0.14569536,5.5454545,0.8442623,0,-1,3,-1,0.77272725,32,30,0,1,0,29,25,100,20,7,4,65,23,107,16,15,15,13,0,4,3,0,5,7,0.198675497,0.0,0.1,0.258928571,0.271028037,0.281553398,15,2,1,10,9,8,0.733680877,0.801138793,0.879588002,0.758842135,0.760154077,0.75459941,0
0,6,6,3.6666667,6,3.6666667,6,6,5,0,0,0,0,0,0,0,0,0,0,61,27,27,27,5,4,2,0.44262296,0.032786883,0.074074075,0.44262296,1.0,0.074074075,0,-1,6,-1,0.25925925,-1,0,0,0,0,0,-1,48,22,13,5,4,-1,7,6,7,7,-1,0,0,5,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,11,5,3,1,0,-1,0.735612614,0.816098461,0.758876923,0.939794001,1.0,-1.0,0
0,3,11,5.6666665,10,4.0,3,15,11,1,0,1,0,0,0,0,0,0,0,80,19,54,54,22,3,2,0.675,0.025,0.10526316,0.2375,2.8421052,0.037037037,0,-1,3,-1,0.57894737,-1,1,0,1,0,0,-1,64,17,21,19,3,-1,22,10,7,7,-1,0,0,4,0,7,-1,0.0125,0.0,0.035714286,0.0,0.0,-1.0,7,2,2,1,0,-1,0.683334389,0.876100572,0.745444643,0.817818497,0.579380164,-1.0,0
0,2,6,7.5,13,5.0,2,8,5,1,0,1,0,0,0,0,0,0,0,58,16,35,35,5,4,2,0.6034483,0.03448276,0.125,0.27586207,2.1875,0.057142857,0,-1,2,-1,0.875,-1,4,0,4,0,0,-1,45,15,17,5,4,-1,12,13,7,7,-1,0,0,5,0,1,-1,0.0689655172,0.0,0.16,0.0,0.0,-1.0,7,1,3,1,0,-1,0.7487711371,0.875,0.8277293768,1.0,1.0,-1.0,1
0,3,7,6.6666665,15,3.857143,3,7,4,0,0,0,0,0,0,0,0,0,0,55,22,33,33,4,3,2,0.6,0.036363635,0.09090909,0.4,1.5,0.060606062,0,-1,3,-1,0.72727275,-1,0,0,0,0,0,-1,47,20,20,4,3,-1,7,15,7,7,-1,0,0,5,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,2,4,1,0,-1,0.708771376,0.780752991,0.76640607,0.916666667,0.579380164,-1.0,0
47,3,12,5.6666665,12,3.5,3,29,15,0,0,0,0,0,0,0,0,0,0,123,19,97,97,2,2,79,0.7886179,0.6422764,4.1578946,0.15447155,5.105263,0.814433,0,-1,3,-1,0.42105263,18,8,0,0,0,8,8,92,16,6,5,61,35,83,7,7,7,11,0,5,3,1,3,9,0.0650406504,0.0,0.0,0.0898876404,0.0963855422,0.1012658228,18,2,1,13,12,11,0.6933751855,0.8326146603,0.9166666667,0.7281392441,0.7340057683,0.7309426982,1
6,3,11,5.3333335,10,3.7142856,3,8,5,0,0,0,0,0,0,0,0,0,0,68,18,43,43,18,1,10,0.63235295,0.14705883,0.5555556,0.2647059,2.3888888,0.23255815,0,-1,5,-1,0.6111111,6,4,0,1,2,1,4,49,16,29,0,0,0,11,10,8,8,0,0,1,5,0,4,1,0.058823529,0.0,0.0,0.2,0.307692308,0.4,12,2,3,5,4,3,0.76775081,0.83006772,0.84621584,0.820568799,0.859582436,0.796657624,0
0,4,12,3.75,8,8.5,4,31,25,0,0,0,0,0,0,0,0,0,0,138,18,113,113,2,2,2,0.81884056,0.014492754,0.11111111,0.13043478,6.2777777,0.017699115,0,-1,5,-1,0.5,-1,13,0,0,0,13,-1,102,15,7,6,70,-1,96,8,9,9,-1,0,0,3,0,2,-1,0.094202899,0.0,0.0,0.126213592,0.135416667,-1.0,21,3,2,14,13,-1,0.658967819,0.820010419,0.879588002,0.67109598,0.670145963,-1.0,0
36,3,13,4.3333335,9,4.2,3,16,15,7,0,7,0,7,4,0,4,0,4,120,15,98,98,2,2,72,0.81666666,0.6,4.8,0.125,6.5333333,0.7346939,0,-1,3,-1,0.6666667,32,26,0,0,0,26,24,76,13,4,14,41,12,76,9,8,8,0,0,2,3,0,3,3,0.216666667,0.0,0.0,0.282608696,0.342105263,0.428571429,14,2,1,9,8,3,0.719019687,0.89761679,0.871049064,0.737906214,0.748234673,0.779299457,0
0,3,9,7.6666665,17,5.4444447,3,12,7,0,0,0,0,0,0,0,0,0,0,89,25,57,57,16,3,2,0.64044946,0.02247191,0.08,0.28089887,2.28,0.03508772,0,-1,3,-1,0.72,-1,0,0,0,0,0,-1,76,23,31,15,3,-1,16,17,8,8,-1,0,0,5,0,4,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,2,3,1,0,-1,0.676691366,0.773768511,0.791103971,0.898715489,0.579380164,-1.0,0
309,3,6,4.3333335,9,2.5,3,36,37,40,0,40,0,40,2,0,2,0,2,348,15,326,326,2,2,312,0.9367816,0.8965517,20.8,0.04310345,21.733334,0.9570552,0,-1,3,-1,0.6666667,309,48,0,0,0,48,48,290,13,3,3,267,261,317,9,4,4,0,0,1,3,0,1,1,0.137931034,0.0,0.0,0.14953271,0.151419558,0.153846154,8,2,1,3,2,1,0.66498188,0.863489053,0.827729377,0.665008626,0.664370161,0.661877222,0
0,2,14,2.5,3,4.214286,2,21,6,0,0,0,0,0,0,0,0,0,0,86,6,73,73,2,2,2,0.8488372,0.023255814,0.33333334,0.069767445,12.166667,0.02739726,0,-1,1,-1,0.6666667,-1,12,1,6,2,3,-1,56,4,0,0,48,-1,60,2,11,11,-1,0,0,5,0,9,-1,0.139534884,0.166666667,-1.0,-1.0,-1.0,-1.0,6,1,-1,-1,-1,-1,0.70412345,1.0,-1.0,-1.0,-1.0,-1.0,0
0,2,7,4.0,5,3.25,2,4,2,0,0,0,0,0,0,0,0,0,0,45,9,29,29,18,4,12,0.64444447,0.26666668,1.3333334,0.2,3.2222223,0.41379312,0,-1,3,-1,0.7777778,0,5,3,0,2,0,0,30,5,9,8,4,0,12,3,5,5,0,0,0,3,0,3,0,0.1111111111,0.3333333333,0.0,0.0869565217,0.1176470588,0.1666666667,7,1,1,3,2,1,0.8032269512,1.0,0.8710490643,0.8317046229,0.805578013,0.9070190181,1
0,2,8,4.5,7,5.375,2,14,3,0,0,0,0,0,0,0,0,0,0,67,10,50,50,38,4,2,0.74626863,0.029850746,0.2,0.14925373,5.0,0.04,0,-1,2,-1,0.8,-1,0,0,0,0,0,-1,56,9,5,34,4,-1,38,7,10,9,-1,0,0,3,0,5,-1,0.0,0.0,0.0,0.0,0.0,-1.0,5,1,1,1,0,-1,0.724944008,0.939794001,0.898226518,0.740584217,1.0,-1.0,0
